transaction_id,customer_id,age,gender,city,category,payment_method,transaction_date,amount,is_returning_customer
3934,1998,48,Male,Pune,Home & Furniture,UPI,2025-10-03,7141.48,0
67,1815,43,Female,Ahmedabad,Beauty,UPI,2025-10-03,1833.74,1
3523,2052,47,Male,Delhi,Electronics,COD,2025-10-03,12932.78,0
1746,1941,41,Female,Bangalore,Grocery,UPI,2025-10-04,1350.79,0
298,1154,30,Female,Ahmedabad,Sports,COD,2025-10-04,4048.75,0
143,1795,57,Female,Mumbai,Beauty,Credit Card,2025-10-04,1285.41,0
705,1644,29,Male,Ahmedabad,Electronics,Debit Card,2025-10-04,12739.96,1
3356,1188,53,Male,Chennai,Home & Furniture,UPI,2025-10-04,6540.42,1
2054,1900,43,Male,Delhi,Grocery,COD,2025-10-05,1264.06,1
607,1104,24,Female,Mumbai,Books,UPI,2025-10-05,536.87,0
64,1201,55,Male,Bangalore,Grocery,COD,2025-10-05,1398.35,1
3190,2048,28,Male,Pune,Home & Furniture,UPI,2025-10-05,10824.32,0
591,1823,36,Male,Hyderabad,Grocery,COD,2025-10-05,484.73,0
2488,1219,54,Male,Pune,Electronics,UPI,2025-10-06,5781.33,1
728,1624,59,Male,Mumbai,Fashion,Debit Card,2025-10-06,3548.53,1
603,1062,61,Male,Delhi,Grocery,Debit Card,2025-10-06,1591.87,1
2964,1200,21,Female,Bangalore,Electronics,UPI,2025-10-06,5298.37,0
3332,1326,49,Female,Chennai,Beauty,UPI,2025-10-06,1133.88,1
3395,2045,46,Male,Mumbai,Books,UPI,2025-10-06,594.61,1
291,1017,62,Female,Hyderabad,Electronics,UPI,2025-10-06,5860.6,1
1367,1588,64,Male,Mumbai,Electronics,Debit Card,2025-10-07,7149.87,1
1232,1545,24,Male,Kolkata,Electronics,Credit Card,2025-10-07,5752.43,0
1495,1587,36,Male,Kolkata,Home & Furniture,Debit Card,2025-10-07,6610.36,1
792,1919,54,Male,Chennai,Fashion,UPI,2025-10-07,2558.81,1
527,1753,48,Male,Kolkata,Home & Furniture,Debit Card,2025-10-07,3008.93,1
975,2184,31,Female,Mumbai,Sports,UPI,2025-10-07,3088.47,1
3833,1434,35,Female,Bangalore,Grocery,Net Banking,2025-10-07,996.85,1
3056,1400,50,Female,Hyderabad,Electronics,UPI,2025-10-07,12463.14,1
3767,1757,56,Male,Kolkata,Electronics,COD,2025-10-07,9348.73,1
193,1863,29,Female,Bangalore,Beauty,Debit Card,2025-10-07,1136.35,0
1580,1515,20,Male,Hyderabad,Grocery,Net Banking,2025-10-08,1697.26,1
3513,1451,56,Female,Chennai,Grocery,UPI,2025-10-08,589.11,1
244,1639,55,Male,Ahmedabad,Electronics,UPI,2025-10-08,7283.18,0
2926,1336,32,Female,Pune,Grocery,UPI,2025-10-08,1522.56,1
3897,1937,62,Male,Kolkata,Home & Furniture,COD,2025-10-08,4771.51,1
2672,1075,54,Male,Bangalore,Beauty,Debit Card,2025-10-08,1659.41,1
587,1255,30,Female,Pune,Electronics,Net Banking,2025-10-08,8247.45,1
3173,2102,18,Female,Delhi,Home & Furniture,Debit Card,2025-10-08,12764.65,1
2128,1498,60,Female,Chennai,Electronics,COD,2025-10-08,6971.24,0
1137,1054,30,Male,Mumbai,Electronics,UPI,2025-10-09,9573.12,0
1079,1631,40,Male,Ahmedabad,Beauty,Credit Card,2025-10-09,752.41,1
2174,1685,26,Male,Pune,Home & Furniture,COD,2025-10-09,5381.65,1
3529,1217,26,Female,Pune,Books,UPI,2025-10-10,637.45,0
3869,2085,52,Male,Kolkata,Sports,UPI,2025-10-10,3616.71,1
3624,1736,30,Female,Ahmedabad,Electronics,Debit Card,2025-10-10,5272.0,1
2881,1998,37,Female,Chennai,Fashion,UPI,2025-10-10,1788.58,1
3676,1874,55,Female,Hyderabad,Sports,Debit Card,2025-10-10,2168.48,1
722,1830,51,Female,Mumbai,Fashion,Credit Card,2025-10-10,3066.71,1
3285,2178,62,Male,Delhi,Fashion,UPI,2025-10-10,2120.76,1
882,1419,49,Male,Pune,Grocery,UPI,2025-10-10,1736.49,1
3382,2061,50,Male,Mumbai,Fashion,UPI,2025-10-11,1790.57,0
249,1469,20,Female,Delhi,Electronics,UPI,2025-10-11,12997.61,1
764,2169,21,Male,Mumbai,Sports,Credit Card,2025-10-11,2598.11,0
814,1112,37,Female,Bangalore,Grocery,UPI,2025-10-12,1084.02,1
2277,1765,33,Female,Hyderabad,Electronics,UPI,2025-10-12,7193.45,1
1031,1327,31,Male,Mumbai,Home & Furniture,Credit Card,2025-10-12,7820.13,1
314,1019,35,Male,Mumbai,Fashion,COD,2025-10-12,3643.95,1
3615,1169,42,Male,Mumbai,Books,UPI,2025-10-12,512.24,1
3405,1766,60,Male,Mumbai,Home & Furniture,Credit Card,2025-10-12,7643.87,1
1761,1943,55,Male,Bangalore,Books,Net Banking,2025-10-12,683.23,0
3839,1715,35,Female,Ahmedabad,Fashion,Credit Card,2025-10-13,2617.66,1
3546,1218,59,Male,Mumbai,Grocery,Credit Card,2025-10-13,1274.06,0
1669,1489,53,Female,Bangalore,Fashion,UPI,2025-10-13,3697.23,1
3113,1117,28,Male,Delhi,Grocery,UPI,2025-10-13,1052.02,1
3735,1824,52,Male,Chennai,Sports,UPI,2025-10-14,1399.22,0
984,1966,41,Male,Chennai,Home & Furniture,Debit Card,2025-10-14,11860.94,1
373,1559,52,Female,Pune,Home & Furniture,COD,2025-10-14,7010.77,1
2196,1859,34,Female,Hyderabad,Beauty,UPI,2025-10-14,1620.87,1
3363,1470,38,Female,Delhi,Home & Furniture,Net Banking,2025-10-14,7322.54,1
3684,1933,18,Female,Mumbai,Grocery,UPI,2025-10-14,1969.38,0
2666,1504,40,Female,Delhi,Sports,UPI,2025-10-15,3237.22,1
1695,1113,42,Female,Delhi,Beauty,COD,2025-10-15,1986.65,1
60,1702,29,Male,Bangalore,Home & Furniture,UPI,2025-10-15,4283.8,1
2249,1697,30,Male,Kolkata,Books,UPI,2025-10-15,625.63,0
3200,1563,25,Male,Hyderabad,Electronics,UPI,2025-10-15,12308.09,1
1758,1974,45,Female,Delhi,Fashion,Credit Card,2025-10-15,2719.9,1
345,1773,31,Male,Chennai,Electronics,Credit Card,2025-10-15,10176.38,1
3715,1806,28,Female,Chennai,Sports,Credit Card,2025-10-15,1350.37,1
2168,1845,21,Male,Pune,Fashion,UPI,2025-10-15,2029.95,1
1222,1920,40,Female,Delhi,Home & Furniture,Net Banking,2025-10-15,7430.83,0
2208,1695,63,Male,Kolkata,Electronics,Credit Card,2025-10-15,7368.03,1
2502,1813,22,Male,Mumbai,Home & Furniture,UPI,2025-10-16,4257.25,0
2408,1609,59,Male,Delhi,Fashion,UPI,2025-10-16,3166.94,1
1117,1454,55,Female,Mumbai,Electronics,UPI,2025-10-16,4379.98,1
1126,1692,62,Female,Kolkata,Beauty,Credit Card,2025-10-16,2116.03,1
3817,1335,31,Female,Chennai,Electronics,Credit Card,2025-10-16,8619.17,1
1479,1394,63,Male,Bangalore,Home & Furniture,Credit Card,2025-10-16,9547.64,1
1253,1576,53,Male,Pune,Beauty,Credit Card,2025-10-16,1983.05,1
1187,1980,63,Male,Hyderabad,Books,UPI,2025-10-17,609.0,0
568,1675,52,Female,Delhi,Beauty,COD,2025-10-17,1514.62,1
2839,1368,36,Male,Pune,Grocery,UPI,2025-10-18,785.99,1
3393,2070,21,Female,Bangalore,Home & Furniture,UPI,2025-10-18,5422.27,1
972,1663,44,Female,Pune,Beauty,Credit Card,2025-10-18,1539.31,0
2697,1880,59,Female,Kolkata,Sports,UPI,2025-10-18,2861.54,1
1058,1699,49,Female,Mumbai,Electronics,Credit Card,2025-10-19,11086.85,0
555,1655,34,Female,Ahmedabad,Fashion,Debit Card,2025-10-19,1677.31,1
2956,2088,36,Female,Bangalore,Electronics,UPI,2025-10-19,6778.12,0
562,1357,64,Male,Bangalore,Grocery,UPI,2025-10-19,994.84,1
3870,1560,38,Female,Hyderabad,Grocery,Net Banking,2025-10-19,975.18,0
397,1340,34,Male,Ahmedabad,Electronics,Net Banking,2025-10-19,9118.71,1
3465,1992,47,Male,Ahmedabad,Fashion,Credit Card,2025-10-19,1652.09,1
3406,1253,34,Female,Chennai,Electronics,COD,2025-10-20,5569.51,0
3172,1411,33,Male,Mumbai,Home & Furniture,UPI,2025-10-20,7155.09,0
2416,1097,42,Male,Kolkata,Home & Furniture,Credit Card,2025-10-20,4181.15,1
3008,2097,50,Female,Delhi,Beauty,UPI,2025-10-20,2396.55,0
3001,2076,56,Male,Bangalore,Beauty,Net Banking,2025-10-20,1805.63,1
2760,1770,52,Female,Hyderabad,Fashion,UPI,2025-10-20,1882.38,1
2039,1767,64,Female,Ahmedabad,Fashion,UPI,2025-10-20,2103.88,1
1701,1344,20,Male,Chennai,Electronics,Net Banking,2025-10-20,20861.82,0
56,2025,37,Male,Kolkata,Home & Furniture,UPI,2025-10-20,8113.02,0
862,1799,59,Male,Delhi,Sports,Debit Card,2025-10-21,2371.85,0
255,1437,55,Male,Chennai,Grocery,Net Banking,2025-10-21,1401.61,0
3685,1120,20,Female,Delhi,Beauty,Net Banking,2025-10-21,1875.65,1
1752,1628,34,Male,Chennai,Home & Furniture,UPI,2025-10-21,7969.67,1
1760,1042,28,Female,Kolkata,Electronics,Credit Card,2025-10-21,6006.5,1
1275,1225,47,Female,Ahmedabad,Home & Furniture,Debit Card,2025-10-21,7679.21,1
3983,1500,27,Male,Hyderabad,Grocery,Debit Card,2025-10-21,1279.4,1
3034,1208,33,Male,Hyderabad,Electronics,UPI,2025-10-21,8768.3,0
163,1641,41,Female,Bangalore,Home & Furniture,UPI,2025-10-21,7065.74,1
2230,2089,43,Male,Hyderabad,Sports,UPI,2025-10-22,3900.86,0
2651,2088,21,Male,Mumbai,Home & Furniture,Debit Card,2025-10-22,4592.53,0
2913,1760,61,Female,Hyderabad,Electronics,Debit Card,2025-10-22,8731.74,1
1141,1405,36,Male,Delhi,Fashion,UPI,2025-10-22,1639.34,1
1719,1488,31,Male,Ahmedabad,Fashion,UPI,2025-10-22,2271.63,1
3898,1843,43,Male,Mumbai,Beauty,Credit Card,2025-10-22,1385.46,1
2194,1234,59,Male,Mumbai,Electronics,COD,2025-10-23,8596.93,1
1844,1630,55,Female,Pune,Home & Furniture,UPI,2025-10-23,9335.33,0
3463,1901,20,Female,Bangalore,Grocery,Credit Card,2025-10-23,967.79,0
2854,1342,49,Male,Chennai,Beauty,UPI,2025-10-23,2423.43,1
982,1155,37,Male,Pune,Electronics,Debit Card,2025-10-24,7982.1,1
3114,1053,50,Female,Delhi,Electronics,UPI,2025-10-24,6460.92,0
3701,2152,34,Male,Hyderabad,Fashion,Credit Card,2025-10-24,2662.58,1
2573,1226,60,Male,Hyderabad,Books,Debit Card,2025-10-24,368.43,0
854,1573,39,Male,Chennai,Electronics,COD,2025-10-24,10490.74,0
1740,1101,44,Female,Mumbai,Fashion,UPI,2025-10-24,1283.39,1
3525,1830,47,Male,Ahmedabad,Sports,UPI,2025-10-24,1382.41,1
3637,1638,29,Male,Delhi,Home & Furniture,Debit Card,2025-10-24,4921.58,1
2668,1131,32,Male,Mumbai,Grocery,Net Banking,2025-10-24,1238.76,1
2024,1189,33,Female,Mumbai,Fashion,UPI,2025-10-24,5215.47,1
2108,2196,49,Male,Kolkata,Electronics,Net Banking,2025-10-24,7693.84,1
24,1856,28,Male,Bangalore,Grocery,UPI,2025-10-25,1675.91,1
3831,1056,56,Male,Mumbai,Home & Furniture,Credit Card,2025-10-25,6219.55,1
2884,1656,29,Male,Bangalore,Books,UPI,2025-10-25,425.79,1
3802,1820,58,Male,Hyderabad,Fashion,UPI,2025-10-25,2221.36,1
1183,1777,21,Female,Hyderabad,Electronics,COD,2025-10-25,7771.25,0
1892,1057,46,Female,Bangalore,Beauty,UPI,2025-10-25,2341.44,0
1299,1215,35,Female,Mumbai,Fashion,Net Banking,2025-10-26,1735.12,1
1996,1127,54,Female,Pune,Electronics,UPI,2025-10-26,9294.92,1
3658,1548,39,Female,Bangalore,Electronics,UPI,2025-10-26,7930.31,1
1617,1503,23,Male,Hyderabad,Home & Furniture,UPI,2025-10-27,8125.65,0
907,1129,59,Female,Pune,Fashion,Credit Card,2025-10-27,1823.07,1
3269,1753,41,Female,Delhi,Beauty,Debit Card,2025-10-27,2391.16,0
2518,2021,23,Male,Pune,Grocery,Credit Card,2025-10-27,2851.16,1
1400,1473,32,Male,Hyderabad,Books,Debit Card,2025-10-27,534.57,1
936,1126,59,Male,Ahmedabad,Beauty,Credit Card,2025-10-27,1790.22,0
3346,2170,18,Female,Mumbai,Fashion,UPI,2025-10-27,1851.59,0
1931,2184,51,Male,Hyderabad,Grocery,Net Banking,2025-10-27,966.77,1
35,1831,40,Female,Kolkata,Books,Debit Card,2025-10-27,388.59,1
420,1690,64,Male,Mumbai,Sports,UPI,2025-10-27,2298.02,0
727,1007,31,Male,Bangalore,Electronics,UPI,2025-10-27,5826.62,1
1032,2077,24,Female,Bangalore,Electronics,Credit Card,2025-10-27,9589.54,0
1500,1091,51,Female,Ahmedabad,Home & Furniture,Credit Card,2025-10-28,8227.97,0
3904,2063,48,Male,Kolkata,Fashion,Credit Card,2025-10-28,1698.43,1
111,1960,48,Female,Pune,Fashion,Debit Card,2025-10-28,1665.77,0
2673,1578,38,Male,Mumbai,Electronics,UPI,2025-10-28,11012.75,1
927,1984,33,Male,Bangalore,Electronics,UPI,2025-10-28,11731.52,1
1146,1364,31,Male,Hyderabad,Fashion,Debit Card,2025-10-28,2480.8,1
3156,1306,64,Male,Mumbai,Beauty,Credit Card,2025-10-29,722.0,1
3750,1757,43,Male,Delhi,Grocery,Net Banking,2025-10-29,1141.67,1
3268,1186,56,Female,Delhi,Beauty,Credit Card,2025-10-29,1914.57,0
3459,1700,20,Male,Bangalore,Books,Debit Card,2025-10-29,530.71,0
3930,1155,45,Male,Ahmedabad,Fashion,Net Banking,2025-10-29,2349.06,1
3741,1494,62,Female,Hyderabad,Electronics,Credit Card,2025-10-29,11442.32,0
1722,1493,53,Female,Bangalore,Fashion,UPI,2025-10-29,2614.83,1
697,1060,18,Male,Pune,Fashion,UPI,2025-10-30,3638.17,1
3333,1153,21,Male,Mumbai,Sports,UPI,2025-10-30,3865.01,0
3050,1140,37,Male,Ahmedabad,Grocery,COD,2025-10-30,1615.33,1
3720,1136,41,Male,Hyderabad,Beauty,Credit Card,2025-10-30,2667.15,1
282,1699,53,Female,Hyderabad,Electronics,UPI,2025-10-30,7839.88,1
2949,1018,36,Male,Hyderabad,Electronics,UPI,2025-10-30,8830.65,0
962,1074,26,Female,Delhi,Beauty,UPI,2025-10-30,1334.45,0
1587,1419,62,Female,Ahmedabad,Electronics,Credit Card,2025-10-31,10443.47,0
1370,2136,27,Female,Bangalore,Sports,UPI,2025-10-31,4087.29,1
3222,1713,55,Male,Chennai,Fashion,UPI,2025-10-31,3627.96,1
2613,1397,59,Female,Hyderabad,Fashion,COD,2025-10-31,2151.09,0
2126,1435,42,Female,Mumbai,Fashion,UPI,2025-10-31,1340.47,1
741,1698,38,Male,Hyderabad,Grocery,UPI,2025-10-31,933.74,0
1247,1376,47,Female,Hyderabad,Electronics,UPI,2025-10-31,14031.59,0
3372,1824,34,Male,Hyderabad,Fashion,Credit Card,2025-10-31,1394.79,1
2916,1081,24,Male,Mumbai,Beauty,UPI,2025-10-31,1737.33,1
501,1953,54,Female,Delhi,Sports,Debit Card,2025-11-01,2382.34,1
1420,1569,63,Female,Kolkata,Electronics,UPI,2025-11-01,9037.85,0
1405,1686,39,Female,Delhi,Grocery,UPI,2025-11-01,1405.58,0
2140,1328,49,Female,Delhi,Home & Furniture,Credit Card,2025-11-01,5069.53,0
3403,1442,49,Female,Chennai,Sports,Debit Card,2025-11-02,2502.72,1
265,1658,48,Male,Chennai,Fashion,Credit Card,2025-11-02,3852.61,1
3646,2014,45,Male,Pune,Fashion,Debit Card,2025-11-02,3029.53,1
530,1455,18,Female,Chennai,Electronics,Credit Card,2025-11-02,10964.7,1
772,1424,24,Male,Hyderabad,Fashion,COD,2025-11-02,1819.57,1
3130,1170,18,Female,Pune,Beauty,Debit Card,2025-11-02,1076.63,0
429,1726,20,Male,Hyderabad,Electronics,UPI,2025-11-02,5538.36,1
1258,1145,35,Female,Bangalore,Electronics,Debit Card,2025-11-03,16099.68,0
2464,1007,41,Female,Bangalore,Fashion,Credit Card,2025-11-03,1446.96,1
855,1131,21,Female,Hyderabad,Sports,UPI,2025-11-03,3193.58,1
2182,1148,43,Male,Kolkata,Fashion,COD,2025-11-03,1568.37,1
1772,1335,26,Male,Kolkata,Beauty,Credit Card,2025-11-03,1709.56,0
2656,1173,53,Female,Kolkata,Books,Net Banking,2025-11-03,495.24,1
3918,1657,63,Male,Chennai,Sports,UPI,2025-11-04,4131.34,1
2013,1344,24,Male,Pune,Grocery,Credit Card,2025-11-04,1140.23,1
1770,1618,39,Female,Chennai,Grocery,UPI,2025-11-04,751.35,1
1723,1018,24,Female,Delhi,Grocery,Debit Card,2025-11-04,1118.51,0
3216,2145,24,Female,Delhi,Electronics,Net Banking,2025-11-04,8049.25,0
1001,1669,31,Male,Bangalore,Fashion,COD,2025-11-04,1774.76,0
108,1098,48,Female,Bangalore,Grocery,Credit Card,2025-11-04,784.8,1
1721,2125,55,Male,Bangalore,Electronics,COD,2025-11-05,11376.8,1
780,1515,34,Female,Kolkata,Home & Furniture,Debit Card,2025-11-05,8318.93,1
426,1498,62,Male,Delhi,Home & Furniture,Credit Card,2025-11-05,4487.24,0
762,1232,29,Female,Mumbai,Grocery,Credit Card,2025-11-05,1256.52,1
1027,1832,33,Female,Hyderabad,Beauty,Credit Card,2025-11-05,1149.26,1
3905,1954,46,Male,Bangalore,Home & Furniture,COD,2025-11-05,4040.93,1
3323,1946,29,Male,Delhi,Electronics,Debit Card,2025-11-05,10814.09,0
826,1009,62,Male,Bangalore,Grocery,Net Banking,2025-11-05,1388.88,1
1657,1796,48,Female,Pune,Beauty,UPI,2025-11-05,2040.56,1
3082,1891,33,Female,Bangalore,Fashion,Net Banking,2025-11-06,3038.65,1
1080,1058,49,Female,Mumbai,Books,Debit Card,2025-11-06,608.62,1
3691,1859,38,Male,Bangalore,Electronics,UPI,2025-11-06,7768.95,1
2431,1531,50,Male,Pune,Fashion,UPI,2025-11-06,2608.62,1
401,1521,36,Male,Mumbai,Grocery,Net Banking,2025-11-06,906.85,1
3772,1362,48,Female,Pune,Electronics,UPI,2025-11-06,10134.19,1
3255,1244,59,Male,Mumbai,Sports,UPI,2025-11-06,4130.11,0
243,1400,55,Male,Bangalore,Home & Furniture,Credit Card,2025-11-06,13231.68,0
2273,1697,57,Female,Hyderabad,Electronics,UPI,2025-11-07,11840.89,1
1804,1311,52,Male,Kolkata,Fashion,Net Banking,2025-11-07,2726.59,1
671,2129,35,Male,Pune,Grocery,UPI,2025-11-07,907.27,0
1883,1955,59,Male,Bangalore,Beauty,Debit Card,2025-11-07,2800.46,1
2369,1638,46,Male,Bangalore,Books,Credit Card,2025-11-07,1028.7,1
3829,1941,47,Female,Bangalore,Fashion,Credit Card,2025-11-07,2552.31,1
1089,1493,52,Female,Delhi,Fashion,UPI,2025-11-07,2870.37,0
730,1302,47,Female,Hyderabad,Grocery,Debit Card,2025-11-07,1464.26,1
3197,1862,25,Male,Kolkata,Electronics,Net Banking,2025-11-07,8645.09,0
2260,1201,59,Male,Bangalore,Grocery,Net Banking,2025-11-08,1226.55,1
1182,1046,42,Female,Chennai,Grocery,Credit Card,2025-11-08,1300.3,1
663,1434,63,Female,Hyderabad,Grocery,UPI,2025-11-08,1055.82,1
1354,1699,62,Female,Bangalore,Home & Furniture,UPI,2025-11-08,5114.46,0
1023,1161,48,Male,Pune,Electronics,Credit Card,2025-11-08,10179.59,1
3413,1435,53,Male,Kolkata,Fashion,UPI,2025-11-08,1744.26,1
1255,2165,44,Female,Delhi,Grocery,UPI,2025-11-09,891.53,1
868,1664,47,Female,Mumbai,Fashion,UPI,2025-11-09,1258.78,0
550,1885,34,Male,Bangalore,Books,UPI,2025-11-09,428.15,0
821,1138,33,Male,Mumbai,Grocery,UPI,2025-11-09,848.93,0
532,1894,57,Male,Hyderabad,Electronics,Debit Card,2025-11-10,7750.66,0
3043,1632,40,Female,Mumbai,Fashion,Credit Card,2025-11-10,2718.24,1
2449,1446,64,Female,Pune,Grocery,UPI,2025-11-10,944.03,0
3099,1273,40,Female,Hyderabad,Electronics,Debit Card,2025-11-10,7650.92,0
1519,1105,38,Male,Pune,Electronics,UPI,2025-11-10,4696.58,1
2090,2153,49,Male,Ahmedabad,Fashion,Credit Card,2025-11-10,1713.74,1
1526,2096,60,Female,Kolkata,Fashion,COD,2025-11-11,3508.52,1
2036,1123,58,Male,Ahmedabad,Grocery,Debit Card,2025-11-11,1949.81,1
1276,2176,39,Female,Bangalore,Beauty,UPI,2025-11-11,2583.49,0
2963,2151,20,Female,Delhi,Fashion,COD,2025-11-11,3015.57,1
1705,2170,37,Male,Delhi,Electronics,Debit Card,2025-11-11,6386.89,1
3315,2064,51,Male,Kolkata,Grocery,Credit Card,2025-11-11,1098.83,1
3464,1888,43,Female,Hyderabad,Home & Furniture,Credit Card,2025-11-11,6155.94,1
1328,1972,54,Female,Ahmedabad,Electronics,UPI,2025-11-11,7690.12,0
2337,1355,29,Female,Ahmedabad,Sports,UPI,2025-11-11,2423.3,1
2310,1400,23,Female,Hyderabad,Sports,UPI,2025-11-11,2684.21,1
813,1531,46,Male,Pune,Grocery,Credit Card,2025-11-11,1517.6,0
3932,1867,60,Female,Delhi,Grocery,UPI,2025-11-11,1149.58,0
453,1095,48,Female,Hyderabad,Grocery,Debit Card,2025-11-12,1655.92,0
3038,1324,56,Male,Bangalore,Fashion,UPI,2025-11-12,1499.94,1
280,1606,30,Male,Ahmedabad,Books,UPI,2025-11-12,498.73,1
2917,1603,58,Female,Pune,Home & Furniture,Net Banking,2025-11-12,9329.07,1
2836,1645,52,Female,Hyderabad,Electronics,COD,2025-11-12,8559.1,0
3516,2107,35,Male,Mumbai,Sports,UPI,2025-11-12,3900.41,1
1281,1225,47,Female,Delhi,Electronics,Credit Card,2025-11-12,8803.22,1
2797,1678,24,Female,Hyderabad,Fashion,COD,2025-11-12,3362.23,0
977,1284,46,Female,Bangalore,Home & Furniture,COD,2025-11-12,2638.04,0
2224,1873,33,Female,Hyderabad,Beauty,UPI,2025-11-13,796.38,0
2665,1532,48,Male,Bangalore,Beauty,UPI,2025-11-13,1626.89,1
65,1995,20,Male,Bangalore,Fashion,UPI,2025-11-13,3307.03,0
649,1623,47,Female,Hyderabad,Fashion,UPI,2025-11-13,2975.21,1
3300,1717,33,Male,Hyderabad,Fashion,UPI,2025-11-13,3225.5,1
3634,2184,35,Female,Hyderabad,Home & Furniture,Net Banking,2025-11-13,4904.12,1
1340,2170,19,Female,Delhi,Grocery,Debit Card,2025-11-14,1162.37,0
495,1234,27,Male,Bangalore,Fashion,UPI,2025-11-14,2441.01,0
2487,1928,19,Male,Pune,Home & Furniture,Credit Card,2025-11-14,4501.21,1
1336,1697,51,Female,Kolkata,Sports,COD,2025-11-14,1517.03,0
3031,2177,49,Male,Chennai,Sports,UPI,2025-11-14,4283.68,1
3543,1165,43,Male,Hyderabad,Books,Credit Card,2025-11-15,549.13,1
270,1157,48,Female,Delhi,Fashion,Credit Card,2025-11-15,3083.94,0
1462,1377,37,Female,Bangalore,Fashion,Debit Card,2025-11-15,2537.11,0
327,1574,48,Male,Mumbai,Fashion,Credit Card,2025-11-15,1711.17,1
585,1389,31,Female,Chennai,Sports,Credit Card,2025-11-15,4902.87,1
905,1323,64,Female,Ahmedabad,Home & Furniture,UPI,2025-11-15,4268.26,0
953,1968,49,Female,Ahmedabad,Fashion,Debit Card,2025-11-15,3172.39,1
2768,2104,37,Female,Delhi,Fashion,Net Banking,2025-11-15,1129.91,1
380,1246,56,Male,Delhi,Beauty,UPI,2025-11-16,2342.93,1
3548,1229,56,Male,Mumbai,Fashion,Net Banking,2025-11-16,1925.61,1
639,1437,56,Female,Hyderabad,Home & Furniture,Debit Card,2025-11-16,4573.07,1
3100,2026,45,Female,Bangalore,Fashion,Credit Card,2025-11-16,1934.96,0
1056,1146,63,Female,Chennai,Grocery,Debit Card,2025-11-16,1001.06,0
778,1276,60,Female,Pune,Sports,UPI,2025-11-16,1785.75,1
335,2077,52,Female,Bangalore,Electronics,Debit Card,2025-11-16,10298.1,1
3887,1894,23,Male,Hyderabad,Beauty,Debit Card,2025-11-16,924.15,1
2256,2177,45,Male,Mumbai,Electronics,Debit Card,2025-11-16,4823.36,1
1928,1977,35,Female,Mumbai,Grocery,Debit Card,2025-11-16,940.2,1
1199,1989,46,Female,Bangalore,Home & Furniture,UPI,2025-11-16,10265.5,1
630,1448,19,Male,Hyderabad,Fashion,UPI,2025-11-17,1441.34,1
2270,1515,63,Female,Ahmedabad,Sports,UPI,2025-11-17,3570.56,1
1151,1712,28,Male,Bangalore,Fashion,UPI,2025-11-17,1637.34,1
3775,1957,57,Female,Delhi,Electronics,UPI,2025-11-17,8754.55,1
2037,1421,37,Female,Kolkata,Electronics,Credit Card,2025-11-17,6362.89,1
225,1586,49,Female,Delhi,Electronics,Debit Card,2025-11-17,9771.7,0
1359,1760,22,Male,Mumbai,Fashion,Credit Card,2025-11-18,1786.94,1
761,1066,59,Female,Mumbai,Fashion,Net Banking,2025-11-18,2484.87,1
3491,1463,59,Female,Mumbai,Electronics,Debit Card,2025-11-18,10039.31,1
354,1268,28,Male,Ahmedabad,Fashion,Credit Card,2025-11-18,2041.65,0
2754,1449,50,Female,Chennai,Sports,Credit Card,2025-11-18,3254.86,1
1870,1620,23,Female,Pune,Fashion,Credit Card,2025-11-18,3133.49,1
2439,1212,25,Male,Bangalore,Electronics,UPI,2025-11-18,7789.88,0
3703,1139,20,Male,Bangalore,Fashion,Debit Card,2025-11-18,3131.61,1
3360,2027,35,Male,Hyderabad,Books,Debit Card,2025-11-19,943.0,1
3073,1978,33,Male,Bangalore,Fashion,Debit Card,2025-11-19,1860.15,1
1549,2013,37,Female,Hyderabad,Home & Furniture,Credit Card,2025-11-19,5059.76,0
511,2188,28,Male,Ahmedabad,Electronics,Net Banking,2025-11-19,12307.45,1
150,1648,56,Male,Hyderabad,Home & Furniture,Debit Card,2025-11-19,6168.71,1
3738,1456,54,Female,Bangalore,Fashion,UPI,2025-11-19,1392.57,0
454,1662,37,Female,Hyderabad,Home & Furniture,UPI,2025-11-19,10918.23,1
89,2162,34,Female,Kolkata,Beauty,Credit Card,2025-11-19,1872.66,1
1396,1400,26,Male,Hyderabad,Sports,Credit Card,2025-11-19,4005.12,1
2615,1933,56,Male,Hyderabad,Electronics,UPI,2025-11-19,8438.76,1
2172,1413,60,Female,Ahmedabad,Electronics,UPI,2025-11-20,9233.48,0
1121,1701,30,Female,Bangalore,Books,Debit Card,2025-11-20,1230.6,0
1202,1994,53,Female,Mumbai,Electronics,UPI,2025-11-20,7634.47,0
1191,1334,40,Female,Mumbai,Grocery,UPI,2025-11-20,967.8,1
1433,2107,60,Male,Hyderabad,Beauty,Debit Card,2025-11-20,1819.06,0
3500,1516,23,Female,Hyderabad,Electronics,UPI,2025-11-20,8606.84,1
774,1691,63,Female,Mumbai,Books,Credit Card,2025-11-20,422.91,1
828,1171,40,Male,Pune,Grocery,Net Banking,2025-11-21,2296.67,1
3832,1657,30,Female,Kolkata,Grocery,Credit Card,2025-11-21,1895.09,0
3957,1103,40,Female,Ahmedabad,Fashion,Credit Card,2025-11-21,1632.39,0
2729,1102,60,Male,Kolkata,Home & Furniture,Debit Card,2025-11-21,3783.73,1
2829,1484,18,Female,Hyderabad,Books,UPI,2025-11-21,690.25,1
